image,caption
485921585_1974b1577a,bmw rider makes fantastic jump as onlookers marvel
485921585_1974b1577a,group of young people watching man on dirt bike performing stunt in air
485921585_1974b1577a,man on bmx bike performs trick on jump
485921585_1974b1577a,man performing trick on bmx bike
486300784_2cc7a770ff,two dogs running in body of water that light blue with tip of island of grass showing
486300784_2cc7a770ff,two dogs run through water near beach with land on horizon
486300784_2cc7a770ff,two dogs run towards shore through shallow water
486300784_2cc7a770ff,two dogs splash through lake
486300784_2cc7a770ff,two grey dogs running through shallow water of lake
486712504_36be449055,dog jumping across obstacle
486712504_36be449055,dog jumps over red and blue hurdle
486712504_36be449055,dog leaps over red and blue jump
486712504_36be449055,golden retreiver jumps over obstacle
486712504_36be449055,tan dog jumping over red and blue toy
486720042_b785e7f88c,black and white spotted dog circling gray and white dog
486720042_b785e7f88c,spotted dog playing on baseball field with another dog
486720042_b785e7f88c,two dogs running around each other in sand
486720042_b785e7f88c,two dogs play in sandy field
486720042_b785e7f88c,two dogs play on baseball field
486917990_72bd4069af,girl climbing rock wall
486917990_72bd4069af,person climbs steep mountain
486917990_72bd4069af,person wearing white hat climbs rock
486917990_72bd4069af,rock climber ascends
486917990_72bd4069af,someone climbs rocks
487071033_27e460a1b9,man does skateboard tricks off ramp while others watch
487071033_27e460a1b9,skateboarder does trick for audience
487071033_27e460a1b9,skateboarder doing trick off quarter pipe
487071033_27e460a1b9,boy dressed in black doing skateboarding jump with crowd watching
487071033_27e460a1b9,people watching guy in black and green baseball cap skateboarding
487074671_66db20bf47,man in brown jacket and blue cap washing black jacket in fountain
487074671_66db20bf47,man leans over into fountain
487074671_66db20bf47,man stares at bricks
487074671_66db20bf47,man washing corner of jacket in public fountain
487074671_66db20bf47,young man looks into fountain on sunny day
487487795_54705c406e,black and brown dog playing with brown and white dog
487487795_54705c406e,two dogs playing on grass
487487795_54705c406e,two dogs leap toward each other on grassy lawn
487487795_54705c406e,two dogs on hind legs with faces near each other on grassy field
487487795_54705c406e,two dogs playing
487894806_352d9b5e66,brown dog wearing collar chasing and biting on red broom
487894806_352d9b5e66,dog biting cleaning end of broom
487894806_352d9b5e66,dog biting mop
487894806_352d9b5e66,tan dog bites on broom as it moves over brick floor
487894806_352d9b5e66,tan dog chewing on broom
488089932_c3a5fa4140,girl hula hooping on sidewalk in new york
488089932_c3a5fa4140,little girl in brown playing with two hulahoops
488089932_c3a5fa4140,young girl uses two hula hoops
488089932_c3a5fa4140,girl sticks tongue out while hula hooping with two hoops
488089932_c3a5fa4140,young boy with tongue out hula hooping with two hula hoops in crowded area man in blue shirt stands behind him
488196964_49159f11fd,brown dog retrieves ball on green slimy rock covered beach
488196964_49159f11fd,dog carrying yellow rope across rocks covered in seaweed
488196964_49159f11fd,dog running through water with ball in mouth
488196964_49159f11fd,dog walks through water with object in mouth
488196964_49159f11fd,very wet dog coming toward camera through mossy pond with ball
488352274_9a22064cb3,two brown dogs running on sand
488352274_9a22064cb3,two brown dogs on sand
488352274_9a22064cb3,two brown dogs running and playing on beach
488352274_9a22064cb3,two brown dogs running together on sand
488352274_9a22064cb3,two dogs run on beach
488356951_b3b77ad832,man with red shirt and black hat stares at another man
488356951_b3b77ad832,asian man in red flowered shirt and hat in discussion with two other men
488356951_b3b77ad832,talk between man in hawaiian shirt older man in gray and man seen from behind
488356951_b3b77ad832,these three men sitting near each other and all wearing short sleeved shirts
488356951_b3b77ad832,three men one in red and white shirt sitting together
488408004_a1e26d4886,child in formal clothing walking along edge of stony area that littered in places
488408004_a1e26d4886,little boy with blue jacket making sour face at camera
488408004_a1e26d4886,young boy wearing light blue jacket walks across brick patio
488408004_a1e26d4886,young boy with blue coat makes funny face as he walks towards grass
488408004_a1e26d4886,young boy walking wearing blue jacket black sweater and white collared shirt
488416045_1c6d903fe0,brown dog running along beach
488416045_1c6d903fe0,brown dog wearing black collar running across beach
488416045_1c6d903fe0,dog walks on sand near water
488416045_1c6d903fe0,brown dog running on beach
488416045_1c6d903fe0,large brown dog running on beach by ocean
488549693_a1f51d8c4a,two children standing on shore next to body of water
488549693_a1f51d8c4a,two children standing at edge of river holding butterflycatcher
488549693_a1f51d8c4a,two children stand with net by shallow shore
488549693_a1f51d8c4a,two girls look into water
488549693_a1f51d8c4a,two kids playing on beach close to water
488590040_35a3e96c89,men standing on shore with fishing pole and boat in water
488590040_35a3e96c89,two fisherman looking at water
488590040_35a3e96c89,two men holding fishing poles
488590040_35a3e96c89,two men stand near water with fishing poles
488590040_35a3e96c89,two men with fishing rods standing on shore
489065557_0eb08889cd,boy jumping from rope into water
489065557_0eb08889cd,boy wearing red swim trunks swinging from rope into water
489065557_0eb08889cd,man has let go of rope swing over river
489065557_0eb08889cd,person in swimming trunks who has used rope swing to jump into lake
489065557_0eb08889cd,man dropping from swinging rope into calm river
489134459_1b3f46fc03,boy and girl stand in front of house
489134459_1b3f46fc03,girl stands nearby while boy sits in open doorway
489134459_1b3f46fc03,girl stands outside of blue and white home while younger child sits on stoop
489134459_1b3f46fc03,little girl leans on concrete wall next to blue door where shirtless child sits
489134459_1b3f46fc03,young girl stands against blue and white house with young boy who sits
489372715_ce52da796a,brown dog shaking head while standing on sand
489372715_ce52da796a,brown dog with large ears shaking self while standing on sand
489372715_ce52da796a,orange dog shakes head very hard on sand
489372715_ce52da796a,tan dog shaking body
489372715_ce52da796a,orange haired dog shook head while standing on beach
489551372_b19a6ad0ed,dog on obstacle platform and man
489551372_b19a6ad0ed,dog stands on top of long blue plank of wood
489551372_b19a6ad0ed,dog walks across ramp with man standing near
489551372_b19a6ad0ed,man outdoors near equipment
489551372_b19a6ad0ed,man leads black and white dog across blue obstacle
489773343_a8aecf7db3,small girl in pink and blue on beach shows something to two black dogs
489773343_a8aecf7db3,young girl in pink and blue wetsuit and oversized red flip flops presents little red ball to big black dog while another dog looks on
489773343_a8aecf7db3,young girl putting red ball in black dogs mouth on beach
489773343_a8aecf7db3,little girl in sand handing ball to one of two black dogs
489773343_a8aecf7db3,two black dogs wait for little girl to throw ball at beach
489865145_65ea6d1c14,teenage girl with shaved head walks in brown skirt and blue jean jacket
489865145_65ea6d1c14,woman wearing denim jacket walking along sidewalk
489865145_65ea6d1c14,young woman with shave head in brown skirt and sandals walking past stone building
489865145_65ea6d1c14,girl with shaved head walks on path beside building
489865145_65ea6d1c14,girl with shaved head walking outside on sidewalk
490044494_d2d546be8d,three brown puppies running in grass
490044494_d2d546be8d,three dogs running through grass
490044494_d2d546be8d,three dogs run through field
490044494_d2d546be8d,three small puppies run through green grass
490044494_d2d546be8d,three tan and brown dogs running over grass
490390951_87395fcb1c,closeup of grey and white shoes on shore near beach water
490390951_87395fcb1c,person wearing grey converse shoes took picture of water barely touching shoes
490390951_87395fcb1c,person wearing grey tennis shoes standing right where waves stop on sand
490390951_87395fcb1c,shot of shoes in water
490390951_87395fcb1c,person wearing tennis shoes standing on sand
491405109_798222cfd0,girl poses with head upside down
491405109_798222cfd0,little girl hangs head upside down
491405109_798222cfd0,small girl doing handstand while smiling
491405109_798222cfd0,upside down girl face
491405109_798222cfd0,young girl smiling with head upside down
491564019_1ca68d16c1,child enjoying themselves on yellow slide at park
491564019_1ca68d16c1,little girl in yellow tshirt tumbling towards end of yellow slide
491564019_1ca68d16c1,little girl slides down twisty yellow slide
491564019_1ca68d16c1,small blond girl wearing yellow shirt sliding down yellow slide with feet in air
491564019_1ca68d16c1,young girl with yellow shirt sliding down yellow slide
491600485_26c52c8816,black dog looks up at ball in air and prepares to catch it
491600485_26c52c8816,black dog waits on grass for falling yellow ball
491600485_26c52c8816,dog looking up at ball attached to string
491600485_26c52c8816,animal near pond
491600485_26c52c8816,dinosaur exhibt next to tree that has balloon stuck in branches
491964988_414b556228,little girl runs down path in japanese garden
