image,caption
3511890331_6163612bb9,jockey in blue gallops chestnut horse on dirt track past wooden fence
3511890331_6163612bb9,jockey in blue rides horse at galloping pace
3511890331_6163612bb9,jockey racing horse down dirt track
3511890331_6163612bb9,jockey wearing blue jacket riding dark brown horse in gallop
3511890331_6163612bb9,man wearing blue rides brown horse along gravel path
290650302_ade636da35,woman in red and white and wearing glasses sits in room with other people
290650302_ade636da35,woman in red wears glasses and long earrings
290650302_ade636da35,woman sitting down with hand proped under chin
290650302_ade636da35,woman wearing glasses sits and looks to right
290650302_ade636da35,woman resting head on hand and sitting in crowded area
2848895544_6d06210e9d,small boy holding soccer ball for another boy to kick
2848895544_6d06210e9d,very little boy stopping soccer ball from going into goal
2848895544_6d06210e9d,young boy playing goalie stops soccer ball with hands
2848895544_6d06210e9d,children playing with soccer ball near goal net
2848895544_6d06210e9d,two little boys in uniforms play soccer
3408130183_f038bdaa4f,black and brown dog walking through woods
3408130183_f038bdaa4f,brown and black dog running
3408130183_f038bdaa4f,dog with brown spot around one eye walking in front of black dog
3408130183_f038bdaa4f,two dogs running along grassy path
3408130183_f038bdaa4f,two dogs running through grass
2662537919_18a29fca8a,closeup shot of long haired man playing red electric guitar
2662537919_18a29fca8a,man rocks out onstage with guitar
2662537919_18a29fca8a,man with long blonde hair playing red guitar
2662537919_18a29fca8a,man with long blond hair playing red electric guitar
2662537919_18a29fca8a,person with blonde flyaway hair playing guitar
3632572264_577703b384,sports team lined up outside
3632572264_577703b384,two african soccer teams posing for picture
3632572264_577703b384,two soccer teams posing
3632572264_577703b384,two teams line up either side of pylon on barren playing field
3632572264_577703b384,two teams stand in line on field
2304374703_555195d8d5,brown dog plays with bright orange ball in snow
2304374703_555195d8d5,dog chasing ball in snow
2304374703_555195d8d5,tan dog playing with red dog in snow
2304374703_555195d8d5,dog tries to play with basketball in snow
2304374703_555195d8d5,yellow dog in snow with red ball
157139628_5dc483e2e4,man in blue shirt spraying sand sculpture
157139628_5dc483e2e4,man spraying fluid from long hose at beach
157139628_5dc483e2e4,man brushes image in sand
157139628_5dc483e2e4,man sprays sand image of man
157139628_5dc483e2e4,man with white covering on face spraying water on mound of sand with heart drawn that says open up
2679926555_b11cf45595,girl in purple tutu dances in yard
2679926555_b11cf45595,little girl in puffy purple skirt dances in park
2679926555_b11cf45595,young girl twirls fluffy purple skirt
2679926555_b11cf45595,little girl spinning around on grass in flowing purple skirt
2679926555_b11cf45595,little girl has purple dress on
467858872_f3431df682,two dogs bending over and looking down into ditch to investigate
467858872_f3431df682,two dogs digging under large rock with bottoms to camera
467858872_f3431df682,two dogs shown with only tails and backsides as they dig in dirt
467858872_f3431df682,two dogs sniffing at ground with tails in air
467858872_f3431df682,two dogs with heads down hole and tails sticking straight up
2695961935_a2a6338f26,black and white dog jumps over hurdle
2695961935_a2a6338f26,dog jumping over high jump poles at show
2695961935_a2a6338f26,dog jumps over obstacle outside
2695961935_a2a6338f26,small dog jumps over striped gate
2695961935_a2a6338f26,small dog leaps barrier
310715139_7f05468042,dog jumping at beach
310715139_7f05468042,furry white dog playing in sand
310715139_7f05468042,muddy dog runs next to water
310715139_7f05468042,small dog jumping on dirt in front of some water
310715139_7f05468042,dog on rock next to water
3404978479_8a81843e17,girl in overalls playing on seesaw
3404978479_8a81843e17,little girl in blue overalls plays on seesaw in backyard
3404978479_8a81843e17,redheaded girl siting on see saw in garden
3404978479_8a81843e17,redheaded girl in backyard sitting on seesaw
3404978479_8a81843e17,young redheaded girl plays on teeter totter
2066271441_1f1f056c01,black dog carrying colorful ball swims
2066271441_1f1f056c01,black dog retrieving ball in water
2066271441_1f1f056c01,black dog swimming with ball in mouth
2066271441_1f1f056c01,black dog swims in water with colorful ball in mouth
2066271441_1f1f056c01,black dog paddles through water with bright ball in mouth
1288909046_d2b2b62607,brown dog leaping into garden swimming pool
1288909046_d2b2b62607,brown dog leaps into swimming pool
1288909046_d2b2b62607,brown fluffy dog jumping into swimming pool after red toy
1288909046_d2b2b62607,dog jumps into swimming pool after toy
1288909046_d2b2b62607,dog takes leap of faith as he jumps into pool to grab orange toy
3361882891_6e610ffdbb,bicycle rider takes daring jump as friends watch
3361882891_6e610ffdbb,biker jumps over pile of dirt
3361882891_6e610ffdbb,man in blue jeans jumping bike over hills of dirt
3361882891_6e610ffdbb,man jumps off ramp on bike
3361882891_6e610ffdbb,man rides bicycle over dirt ramp
2521062020_f8b983e4b2,boy getting ready as man wearing all black straps him into black harness to climb wall
2521062020_f8b983e4b2,man and boy preparing to go up climbing wall
2521062020_f8b983e4b2,man holds rope for boy who about to climb wall
2521062020_f8b983e4b2,man prepares safety harness for boy standing before rock climbing wall
2521062020_f8b983e4b2,young boy getting harnessed and ready to climb manmade rock wall
2196050115_e236d91f52,boy aiming bow and arrow at target
2196050115_e236d91f52,boy firing gun at bullseye attached to hay barrel
2196050115_e236d91f52,boy taking aim at target on bale of hay with bow and arrow
2196050115_e236d91f52,young archer aims bow at haystack target
2196050115_e236d91f52,boy wearing jeans aiming bow and arrow toward target on hay bale
3561734666_344f260cce,ball player on dirt mound pitching
3561734666_344f260cce,baseball player trows ball
3561734666_344f260cce,pitcher throws ball
3561734666_344f260cce,baseball player throwing baseball
3561734666_344f260cce,man pitching baseball on dirt mound
2144050118_3e7d2e05b1,blond girl in brown shirt with black pen up nose
2144050118_3e7d2e05b1,little girl has pen sticking out of nose
2144050118_3e7d2e05b1,young girl looking at camera with pen stuck up nose
2144050118_3e7d2e05b1,girl with wide eyes has marker hanging from nose
2144050118_3e7d2e05b1,young girl sitting with black pen in nose
241347271_a39a5a0070,football game in progress
241347271_a39a5a0070,football players on field
241347271_a39a5a0070,men play football as crowd watches
241347271_a39a5a0070,quarterback waiting for snap of football
241347271_a39a5a0070,two football teams compete
3576250302_14779632bd,dirt bike kicks up dust
3576250302_14779632bd,man driving motorcycle in dirt near bushes
3576250302_14779632bd,man rides dirt bike in brush
3576250302_14779632bd,person on motorcycle turning on dirt track behind some bushes
3576250302_14779632bd,dirt bike rider kicks up dirt as he turns
3627676364_1dc9294ec5,crowd of people walking down city street
3627676364_1dc9294ec5,group people walk around corner near brick building
3627676364_1dc9294ec5,group of people stands in front of yellow building
3627676364_1dc9294ec5,people gather together outdoors
3627676364_1dc9294ec5,people walk near brick building
3461114418_c27b4043a2,bicyclist riding down leaf strewn trail
3461114418_c27b4043a2,bike rider with yellow helmet and red jacket corners trail in leafy wooded area
3461114418_c27b4043a2,cyclist in yellow helmet biking through woods in fall
3461114418_c27b4043a2,man in yellow helmet riding bike on trail through woods
3461114418_c27b4043a2,man on bike riding on trail through woods in fall
3646970605_d25c25340b,group of 10 men and women standing in line in yard in front of tree
3646970605_d25c25340b,group of adults standing under tree in front of red brick house
3646970605_d25c25340b,group of older men and women pose for picture outside of building
3646970605_d25c25340b,large group posing for photo on lawn
3646970605_d25c25340b,group of adults take picture under tree
2887614578_ed7ba21775,there two large dogs running about in field
2887614578_ed7ba21775,two brown dogs running in grass with fence and trees in background
2887614578_ed7ba21775,two brown dogs run through grassy field
2887614578_ed7ba21775,two dogs running in grassy field
2887614578_ed7ba21775,two red dogs running in green grass by fence
537758332_8beb9cf522,two children on giant inflatable slide
537758332_8beb9cf522,two children holding hands going down large inflatable slide
537758332_8beb9cf522,two girls slide down airfilled slide
537758332_8beb9cf522,two kids slide down giant inflatable slide
537758332_8beb9cf522,two little girls slide down inflated slide
743571049_68080e8751,boy waves around sparkler
743571049_68080e8751,child in red shirt plays with fireworks
743571049_68080e8751,child spins sparkler leaving light trail
743571049_68080e8751,little boy holding lit sparkler in backyard
743571049_68080e8751,young boy twisting sparkler around in air
3443351431_7b4061df5c,bee hovering over white flowers
3443351431_7b4061df5c,blackblue insect flying over white flower
3443351431_7b4061df5c,black insect approaches flower
3443351431_7b4061df5c,blue insect flying near bloom of flowering plant
3443351431_7b4061df5c,bee hovers above flower
3033257301_e2c8a39b04,three ladies stand at attention in native garb
3033257301_e2c8a39b04,three people dressed in green orange and yellow holding hands with one another
3033257301_e2c8a39b04,three thin women in colorful dresses
3033257301_e2c8a39b04,three women in brightly colored dresses
3033257301_e2c8a39b04,three women wearing bright colored dresses hold hands
3629492654_619d7b67ee,backlit skateboarder ollies over parking cone
